source	t0	t1	t2	t3	t4	t5
1	0.4934254025	0.1821711369	0.1882850405	0.2921202414	0.2478222603	0.1781113149
9	0.0177866362	0.0551109804	0.0830097121	0.1233546737	0.1086948172	0.1111550081
14	0.4126121152	0.714512336	0.8912119648	0.5665890213	0.478581961	0.5043415942
15	0.0015544959	0.0027852007	0.0017863346	0.00222317	0.0091893031	0.0045974796
16	0.0776457859	0.3012091357	0.4786940143	0.6454571141	0.4598536098	0.329930011
18	0.0131557958	0.0069632949	0.0099758373	0.0150465712	0.0134243509	0.013355596
21	0.0517410345	0.0055900369	0.0213364381	0.0344661266	0.0494726277	0.0673994552
22	0.3400202605	0.3262241297	0.3545486691	0.7503575316	1.0262573748	0.5564247683
23	0.599017503	2.3539331341	1.830101332	0.9064861479	0.8099425825	0.9910012752
25	0.0663786695	0.0336307456	0.0320780528	0.0218651301	0.0352983667	0.032710745
27	0.0185527394	0.02830225	0.0107031179	0.0078538901	0.005440765	0.0058517059
29	0.1473523007	0.0464801668	0.0778865112	0.081736239	0.106828869	0.1253249437
30	1.448711172	0.5564956596	0.9366362708	1.0508138905	1.0852576924	1.3396438318
34	0.0864509089	0.0976343212	0.2867619342	0.3125057083	0.3570394143	0.3406499831
35	0.0283955217	0.0103667152	0.029034994	0.0421744713	0.0454551534	0.0348961754
36	0.1417771339	0.0351120711	0.0986404341	0.0849726031	0.0982358545	0.0769885441
37	2.8606462655	0.8157229559	1.3571700007	3.996846508	6.8286021243	6.3495645172
38	0.0999254078	0.1666335007	0.3691173428	0.4425495287	0.3313761056	0.4177057282
39	0.3713214669	0.3560028242	1.2318607398	1.9441492524	2.0116944033	2.1452369577
41	0.0146165425	0.0099665327	0.0477764333	0.0605959532	0.1303801065	0.1236978774
48	0.0140948895	0.0180777712	0.048501426	0.0811682272	0.0710924064	0.1043668394
50	1.1180721023	1.3396283139	1.8660639951	1.6160241964	1.5677036513	1.8779952603
51	0.1611091397	0.0822841662	0.1400631574	0.0775465211	0.0788758458	0.1083828326
52	0.1483514601	0.2004071115	0.1202190497	0.1161800278	0.1418086971	0.1745536788
53	0.0120338818	0.0256574649	0.0284085825	0.0099680369	0.0126555603	0.0133191058
54	1.1317332582	0.1217103977	0.2595728263	0.8664651305	2.2505488114	2.08713843
60	16.7166438797	18.1589693476	16.7153361494	18.153676926	20.5604777492	22.551927294
70	0.0012525402	0.0011855015	0.0009514943	0.0009750437	0.0009939794	0.0009838466
71	7.2588208757	8.8524343403	13.6079323706	13.2132356017	14.6172393207	23.2099778493
72	0.0015783761	0.0039594144	0.0034082937	0.0070283107	0.0113348403	0.0086597131
81	0.0910528943	0.0870305728	0.1786632855	0.2121107992	0.2206386457	0.3293963038
86	0.4719248981	0.9991336581	1.3652952001	1.2932692148	1.0661400171	1.2240491924
87	2.0599147142	0.8164567733	0.644217078	0.8151095982	0.7236859482	0.969331702
90	0.0594458967	0.0309687947	0.0771219732	0.0729711384	0.0719491427	0.0765706121
91	0.004058523	0.006628982	0.0026747772	0.0011624252	0.001450829	0.001149403
93	0.0471742676	0.0324037119	0.0270353524	0.0174842405	0.0314347936	0.017930618
95	0.190116098	0.265642902	0.9579226461	0.9386771382	0.6523297741	0.6980097876
97	0.7149941317	0.1146540918	0.7382470206	0.849804644	1.3046445619	1.2498482041
98	0.1537474396	0.0772343835	0.0808319368	0.0775633296	0.0836401575	0.0715143415
100	1.7041449254	0.2848850467	0.5738693038	0.9165611115	0.7538271801	0.850403742
101	3.3282073228	1.0662288048	0.9143495147	3.2895851009	6.1185797876	4.9728308571
102	0.0617177976	0.0187252437	0.0296517311	0.0518266865	0.0592603768	0.0607188982
103	3.7601011982	4.7674274767	2.5304581515	4.4561957835	4.1900793047	3.5643760576
104	0.1138868612	0.1793937128	0.0958763423	0.082588256	0.0703110828	0.0610463185
109	0.451549851	0.2181632088	0.8299259994	0.7440397136	1.1318752828	1.2399489356
113	0.4053148219	0.0231797716	0.1018404023	0.1156401581	0.1621648609	0.133244463
115	0.0243573165	0.0104149101	0.0174922786	0.0143977548	0.0245641134	0.0256423328
118	0.2467756559	0.0747400907	0.1135739116	0.1246507406	0.0903820386	0.0785687731
119	0.0062001072	0.0083944404	0.0218579729	0.0218075057	0.03163874	0.0191360815
120	4.9554254429	0.482564069	0.2710453747	0.6074504655	0.8571512588	0.6723492619
123	0.1842758862	0.0621153168	0.1439148056	0.5101566469	1.1319417698	0.4741194919
128	0.1182832699	0.0492584029	0.1073373056	0.0771965708	0.1154784216	0.1044073041
132	0.1592556735	0.1491806048	0.5090095647	0.6307225925	0.6487440827	0.7264299793
135	0.0184963437	0.0125581878	0.0420223234	0.0271717517	0.0306415277	0.0130298033
142	0.6598038259	0.9332859221	1.8436572537	1.4222578019	1.1789976273	1.4391584992
143	0.0216611912	0.0048756698	0.0043558504	0.0086813413	0.0271072815	0.0349830784
146	0.0044797148	0.0020263172	0.0020583753	0.0021341768	0.0013873163	0.0010878523
154	0.0154426109	0.0036983439	0.001447421	0.0077365285	0.0031925534	0.0020168107
156	3.5128880642	0.5716505385	1.6390889975	2.1627719119	2.5542407046	3.9108346899
157	0.0812915688	0.1841821259	0.1050931717	0.1270812421	0.7175769924	0.6082756759
158	0.5295496064	1.2618741413	1.919594789	1.1260462991	0.7359707292	0.9981658532
159	0.317092637	0.6889337719	0.5143846871	0.4248351014	0.4267771238	0.3706650769
160	0.0320309578	0.0182595556	0.0802053385	0.0671511745	0.0503223255	0.0624623749
161	0.1742006379	0.0804499688	0.0429471889	0.027550263	0.0323733655	0.0388397922
162	0.4429401372	0.603040845	0.9118040155	0.5798560438	0.3987245026	0.6188371404
163	0.1194567298	0.0912350803	0.1264642024	0.118131998	0.1500145618	0.1658140022
164	0.3352048552	0.3055561152	0.30067488	0.1993914474	0.2022390428	0.2771978252
165	0.3291029197	0.6646406942	0.4747780034	0.1286896347	0.1817070159	0.2303865859
166	11.9221350751	1.4981611699	0.9698569385	2.1823616819	3.3139860236	3.1643144122
172	0.0507076563	0.0497466446	0.0538572242	0.0237988997	0.0318023599	0.0504547918
175	0.2476567456	0.0970657106	0.1513324831	0.2787919901	0.2275978023	0.1806748013
177	0.0885482704	0.016591628	0.0174830581	0.0305826826	0.0192836947	0.0115551922
178	0.2126338026	0.1709215966	0.2672306466	0.2016885784	0.2039240402	0.1980750864
191	0.0822924131	0.4775183701	0.8241626604	0.6341491217	0.335848192	0.3246448587
196	0.0804419338	0.5544373435	0.1792174742	0.1375198442	0.1266052059	0.2092512127
199	0.1365714651	0.0557009418	0.1230825535	0.1197716066	0.171117916	0.1991152729
202	0.4333502578	0.3592731768	0.1099105181	0.298425343	0.2707466249	0.3558699063
203	0.2027047864	0.050151511	0.0511859776	0.0777923282	0.1197042781	0.0743942597
204	0.230823647	0.9914581451	1.0672675548	0.8536805572	1.1626527043	0.931562746
205	0.0032298177	0.0212180923	0.0220493794	0.7495571429	1.3785844583	1.0148244794
207	0.4509779256	0.3375508696	0.4660987529	0.4571742957	0.5341179286	0.7015574522
208	0.1402228526	0.1147513209	0.0761776741	0.0983242728	0.0908569994	0.0691238358
210	0.1497860834	0.019185824	0.0844954201	0.059806622	0.0814226987	0.07429006
211	0.0281088153	0.1639036712	0.405393842	0.3222770092	0.3274756912	0.4355789529
217	0.0047270228	0.0014469924	0.0012504695	0.0159324134	0.0296598128	0.0062499878
219	0.0308921868	0.054696867	0.1620115615	0.1135399426	0.0940383172	0.1269635002
223	0.1987704849	0.2900521055	0.3283721269	0.2118340391	0.1664722968	0.2569977556
224	0.232411389	0.0520270767	0.1683979645	0.097285598	0.1302118526	0.172260125
226	5.0681185644	6.5223493706	14.4305806266	17.3451052728	22.3122604376	19.0485707167
228	0.0019490678	0.0012870842	0.0021316875	0.0010010188	0.0010236829	0.0010171922
230	0.3081261777	0.0792466637	0.160880647	0.8859041255	2.2627595015	1.0806927025
231	0.9107050937	0.5606670219	1.1577333489	1.5575915265	0.9273217323	1.2598504166
241	0.335472046	0.0260177692	0.0233759951	0.2057017522	0.4322833703	0.3646293321
250	0.044465883	0.0552339843	0.047470449	0.0301878856	0.0316167129	0.0410552343
251	0.3803469982	0.2810233508	0.2100229426	0.2468072078	0.2401668995	0.2654146632
262	0.7776215146	2.3562612116	1.2270674618	0.6549913478	0.6600160941	0.7535867742
267	0.1537442812	0.0869665357	0.1374947089	0.1352198149	0.1292163742	0.1390031885
268	0.0036903817	0.0020556867	0.0040704722	0.0025032982	0.0027705946	0.0022839891
271	0.1812190288	0.3634088857	0.3284785846	0.1524392954	0.1652290414	0.1295638538
272	0.0836456797	0.011210302	0.0484892544	0.0929310203	0.1381850038	0.0749233796
274	1.5583102707	0.2419516733	0.2475850741	0.4767558343	0.5493535977	0.345444187
275	0.1759845985	0.021369113	0.0104334801	0.0211439799	0.0362199335	0.0226307512
278	0.7067258799	0.0971433352	0.0338348099	0.0486410177	0.1217832799	0.0374547708
286	0.0032834286	0.0312467415	0.0231385851	0.1067337077	0.197749199	0.1991841347
288	0.0554528531	0.0196655715	0.0147224132	0.0169541664	0.0274368401	0.0226661602
291	0.0627501	0.1370382075	0.2396410003	0.1154899804	0.1849175425	0.2353762049
292	3.6759132305	8.4659084466	13.5414610213	10.2029023091	6.5355623299	10.1893736576
293	7.1987210092	5.7855420707	6.0327332614	6.4169872235	4.7535068183	5.2015447394
301	4.8724139976	5.2750366546	0.2289507831	0.7520415794	1.0105116887	0.7917029864
302	0.0164773862	0.0224328982	0.0123116545	0.0537433789	0.1370552935	0.3053128015
303	0.0315007342	0.0665192194	0.0210584466	0.1789577023	0.248137264	0.4002432538
307	0.0340417445	0.0159111944	0.0766970762	0.2894608701	0.4321246854	0.5269069486
308	0.7299719094	0.2437189713	0.637211364	1.1836497766	1.0514426671	1.0425748698
309	1.6619020222	0.0794477719	0.3237418407	1.2511554024	1.5173145226	0.6385664534
310	0.512658865	0.5858477273	0.9087797321	0.6264229372	0.521076118	0.6931898675
311	0.5111704611	0.0909041131	0.1010161684	0.1353450559	0.2244428214	0.2353501892
313	0.0155183308	0.001233326	0.0049450973	0.0199661253	0.0663784336	0.0583090749
318	0.1800576417	0.0902412301	0.2682769615	0.4099724108	0.3465758462	0.3067713935
321	0.2426791265	0.0221772845	0.0057017715	0.0037466829	0.0022994455	0.0019990853
322	0.7005975159	0.102027541	0.2153488768	0.2094269293	0.1826492719	0.2064998564
327	0.4613482382	0.2882189715	0.7943571731	0.5884018568	0.3739896208	0.5999733562
328	0.2664044166	0.5139147823	0.6031865768	0.3937712453	0.3498477903	0.3681205494
329	0.2708301726	0.2902927728	0.2095566991	0.273410861	0.2686474668	0.1891249946
330	0.8618200771	4.0163718798	0.7070660803	1.377442114	2.0725363873	1.7319239389
331	0.1012345465	0.1080054311	0.0645940741	0.076959543	0.0690923641	0.0571886528
333	0.018954556	0.0306608401	0.0079459339	0.0110010591	0.0178480837	0.0171258962
334	0.5920613808	0.4788688345	0.461173061	0.274440797	0.5053889513	0.6708123072
348	0.1171254353	0.0890762328	0.0406135148	0.060753699	0.0549190457	0.0438178011
351	0.0600230163	0.1332960839	0.0724441945	0.0531572033	0.0871746238	0.1232365692
353	8.5650159609	11.9748759525	17.7657187586	8.1252278652	6.6569549001	8.8124187347
354	0.006208055	0.0063394926	0.0032792028	0.0045785157	0.0036514347	0.0020424209
355	0.0225425582	0.1570402121	0.0393989611	0.109045358	0.1065750023	0.0889348016
356	0.001678502	1.7042170723	0.5777869912	0.4782659511	0.677176635	0.9929573783
359	0.0012781812	0.0016412518	0.0017242299	0.0011403284	0.0011268837	0.0022296787
360	0.294335795	0.0324038436	0.0107792883	0.0144344475	0.0102362519	0.0074686057
362	0.0894016673	0.0861575988	0.1154156902	0.0603712613	0.0501861187	0.0483275167
369	0.3326830244	0.3303710498	0.2984282353	0.2152933853	0.1879778235	0.2391694853
372	0.3282235066	0.6563417492	0.5088832575	0.396852072	0.3027836704	0.2924822304
374	0.0422535065	0.2861682702	0.0036744593	0.0069190082	0.0131676736	0.00513903
375	0.3319088086	0.5467318597	0.5611776662	0.4947839365	0.4131094215	0.4678448921
377	1.3607738962	0.87568077	1.2504794293	1.1043051212	1.0755135486	1.4116543875
378	0.6671984991	1.4896222865	1.0204601526	0.7565976085	0.8464869215	0.9057945745
379	0.0054098542	0.0027286381	0.0048294569	0.0060514855	0.0094720731	0.0111146796
381	5.0356050292	3.1630030284	3.8476150655	5.35546868	5.1438309117	4.4823222581
382	0.1796499597	0.4007186417	0.2648902982	0.3510043223	0.4664206606	0.4026837199
384	0.0011345568	0.0030340379	0.0567377143	0.1180762637	0.3934413442	0.1416110281
387	2.8348602657	3.0101389912	3.2084377936	3.8646773691	3.7669594571	3.796370963
389	0.2983486565	0.3159098375	0.36310483	0.8676119852	1.1165522857	1.1422014312
391	0.576501921	1.179508382	0.8816618298	0.7587514325	0.5850363175	0.6756251037
392	2.7320987791	1.2685274669	2.2574727241	1.5647079474	1.6113097526	1.9468902911
393	12.5867457681	2.9410889996	3.238511502	3.7812372693	4.648761282	4.8673291398
394	0.0829910938	0.0308350848	0.0189766602	0.0192986654	0.025834811	0.0198209856
396	0.9624842337	1.2531319524	1.4417274293	0.8434822926	0.8605966724	1.1736874934
397	20.0669200431	6.125064926	8.6214444708	14.8020519793	18.0219710739	20.4178034629
399	3.5176440755	2.8735551842	1.0011151166	1.7308330006	1.5470515974	0.9934515706
400	0.3807686497	0.5986783102	0.5549884787	0.2353595246	0.2933447493	0.2383285681
401	0.0014718061	0.0012492683	0.0011878669	0.0011808021	0.0012054197	0.0012117798
402	0.4414345043	0.3197407418	1.1001359108	0.8920605598	0.6338341738	0.6051963956
403	0.0437837952	0.0029779176	0.0158308566	0.0091445043	0.0263299568	0.0396936302
405	0.0207870007	0.0202984728	0.0241871089	0.019427037	0.0262539047	0.0293087731
406	0.3515718312	0.1313674337	0.072485879	0.0779957191	0.0400716477	0.0384134271
409	4.1165609943	0.6523468016	1.1425055479	1.726293526	1.8819373626	1.6363398059
410	1.9966266555	0.5581761999	0.2749279557	0.5312836971	0.5911264342	0.7815918519
427	0.7484721622	0.2646706346	0.2536561408	0.1648758191	0.1554094991	0.1946065122
432	0.0086447103	0.007990578	0.0222085436	0.0417197126	0.1565000391	0.0632723193
435	0.0974589966	0.0348937679	0.1451959035	0.2846595318	0.2396216318	0.3275001797
439	0.182109489	0.3328161215	0.539348609	0.3719407711	0.2305325167	0.3318043644
440	2.4473719746	4.2414429538	2.3593807931	8.8653040597	6.4661328415	2.8754289802
444	0.0838625428	0.031348508	0.0222682573	0.0347581533	0.0308729912	0.0229024182
463	0.0011449406	0.0010733443	0.0016957965	0.0013280339	0.0018498788	0.0013254582
466	0.4151866799	0.7321492858	0.4537320336	0.3771590916	0.3882007828	0.2874494232
467	0.008749512	0.0317041379	0.0236595202	0.1721345997	0.1825040463	0.1126131515
468	10.2974208333	15.2045239314	14.9419166468	24.3151779997	23.8882929545	18.3566502033
471	0.5956750052	1.8510309297	2.5545309721	1.584406895	1.3027387572	1.6723523888
473	0.0925602377	0.0272999226	0.0486062124	0.0860892563	0.0909554806	0.0887939913
475	0.2469156859	0.6134584246	1.2681812687	1.2309051685	0.8138912284	1.1987114137
476	5.0134078972	3.8188041367	3.1541780113	2.060607375	1.6324427302	2.0922597136
478	0.2103590412	0.1112728375	0.0750088557	0.1184626433	0.0791672286	0.072071165
480	0.2183212495	0.2147289924	0.1865569625	0.1199814185	0.0864507828	0.1284935386
481	0.0336116051	0.2820538127	0.0899759943	0.0635041455	0.0699280386	0.063299856
483	1.478648417	10.3900870303	6.9598403971	4.1092139603	4.9862640402	6.2522641818
486	0.0395623013	0.0255134061	0.007004377	0.0119115838	0.0088529112	0.0052166002
488	0.0281838028	0.2019800926	0.1198323664	0.0508996812	0.0612410763	0.0790186406
489	0.1873554773	0.013433069	0.052450501	0.0506754684	0.0677289539	0.0907282739
490	0.0327594628	0.0351081055	0.0293970395	0.0177134044	0.0154716861	0.0127289964
493	0.0321060157	0.016325766	0.0069136301	0.0200989558	0.0310031551	0.0417542321
498	4.3047510594	3.3147526908	7.2085970957	6.3894590078	4.6948422472	7.5239204994
506	2.4018986271	4.0606746823	7.0998123872	5.7034249772	4.3084301441	5.7712686761
509	0.3871929209	0.6488190369	0.8027180698	0.8481765708	0.7664247306	0.8850117368
513	1.8301424705	0.7824171299	1.9754209333	1.6843753408	1.3456875528	1.6371166735
514	1.2197391816	1.47212577	1.2807471139	1.0733463331	0.6398624944	0.4790045644
515	1.9575362161	2.4871462914	3.8246788556	3.2813827964	2.6746438286	4.1707341826
516	0.7999249391	1.4462196821	3.1813551058	1.5010483176	1.3582755345	1.9831744248
517	9.6383983136	6.5631901934	9.0768190698	8.144948681	9.153862402	9.4272747695
518	4.9410818829	7.9522904108	20.3917853259	16.1701307136	14.137718892	22.6726837567
521	4.7132289061	4.0554792493	7.3772068766	5.9541367988	4.6011779262	6.2113734611
522	2.6829007687	3.4014558165	6.0829047557	5.5304154146	5.6660041291	6.3963520872
523	0.3857418237	0.4217544252	0.9883365758	0.7228654464	0.5704879932	0.8765975604
526	0.2063757557	0.8110050176	0.819034511	0.5471470871	0.4594031997	0.4178786041
527	9.7214588067	11.3403553784	9.0170394912	8.212505134	7.9057148798	9.1275712483
528	0.1378724655	0.4143473235	0.3574682259	0.1836875092	0.2005101076	0.2498025335
529	0.160396049	0.2797001683	0.3464614183	0.2859751984	0.2576923153	0.2684714674
533	0.6216903561	1.1320161802	1.8288292296	1.1291512857	0.9680624943	1.3619772819
534	0.0569386127	0.0177549271	0.0136434368	0.0331889584	0.0302998301	0.0237572605
535	0.4959828787	0.2886115682	0.2714074258	0.2259998238	0.2602976992	0.2865209723
537	1.1966445553	0.4179002581	0.5956450584	0.4582907701	0.5278663138	0.6282127043
538	0.0579829096	0.0496500544	0.0257151505	0.0420312027	0.0636932494	0.0440577074
539	10.8977484552	7.6210557729	10.1229198683	12.96375934	12.6627095094	12.7921613371
540	0.0300563441	0.0170078368	0.0242733957	0.0305762683	0.0410123315	0.0258363872
545	0.2317711899	0.315153279	0.2271927859	0.2094830631	0.1449785996	0.1814240091
546	0.2017593749	0.0778025746	0.0645623962	0.0525115247	0.0649679971	0.0705095345
549	0.1543070986	0.1538968279	0.3879199702	0.6339089662	0.9731182777	1.1750158265
550	1.3466764117	1.7119896363	1.645258601	1.0938990596	1.0064907456	1.1946857398
551	0.0214623709	0.0118203319	0.0112451653	0.0187278321	0.0146579968	0.0146671125
558	0.131244172	0.1156516245	0.120244676	0.0837531194	0.1359775221	0.1751975557
567	34.2295199234	41.5438455504	35.8064755785	33.1997089481	40.942545366	34.7256731897
571	0.0345042509	0.0941003112	0.0260903292	0.0205886777	0.0338339811	0.0272864048
572	0.2369810191	0.0405358184	0.3053243992	0.282110296	0.220696389	0.3018677573
573	0.7672634952	2.069986	1.1116130489	1.3926930046	0.8062772967	1.0861164718
574	0.0070576594	0.0057121741	0.0034647712	0.0030222167	0.0054857203	0.0036437217
575	0.0556015102	0.0064223993	0.0180359569	0.0191153533	0.0621866835	0.0269106397
578	0.3425432286	0.2928483754	0.5844940308	0.8904808237	0.5505391731	0.6045397377
580	0.0254541664	0.0242252383	0.1780707096	0.3231330278	0.4444325175	0.3901604905
581	0.1360638793	0.1242706996	0.3011581867	0.1690915882	0.2342360975	0.265454267
582	0.0122374733	0.0045249618	0.0062094897	0.0060692398	0.0057250438	0.0087874208
583	0.5067379372	0.0918893285	0.0657152925	0.0834589633	0.1059582847	0.0794658675
585	0.3075222477	0.0843503462	0.2349270411	0.22162516	0.2158761866	0.1547191247
587	0.1651518416	0.346736051	0.8041600254	0.5974095619	0.6166919702	0.677026588
593	0.678247096	0.3252635271	0.4684977666	1.0244486971	1.2218004576	0.8086662749
594	0.0620178008	0.0095151496	0.0495206737	0.0545098675	0.0773616538	0.0840586626
596	1.7442648147	0.8060190455	0.2182161494	0.3740311324	0.4579471078	0.2349561399
597	0.2204308229	4.928096683	1.5508651467	0.7691088135	0.7851043314	0.6975490629
598	0.0295959916	0.3177827429	0.2039346025	0.1408219369	0.0728788933	0.0950874219
599	0.0397390742	0.0090912049	0.0025966156	0.039139169	0.1666619277	0.1396784185
602	0.7227904126	1.6890752175	0.8688906531	1.4568781179	1.4360198377	1.5669016773
604	0.0433635963	0.3695880337	0.218911099	0.3632784937	0.1856086598	0.1706188212
605	0.0062273441	0.0098259381	0.0548464028	0.0290499055	0.0569089821	0.0469081816
607	0.0503259231	0.1524627076	0.0916615219	0.0596346582	0.0648452612	0.0626734675
610	0.1499308465	0.0900356306	0.0793660754	0.1213969916	0.1017869339	0.0924504689
613	0.5179445873	0.1394446141	0.1067041946	0.054099954	0.0696401607	0.0623148794
617	0.4102755321	0.3936976395	0.8177156402	0.4482804166	0.3873062782	0.504780841
622	0.366688784	0.3206693652	0.4121136321	0.2960070011	0.5112059578	0.5568304945
632	0.0382255856	0.0220847592	0.0507658128	0.026854906	0.0388560013	0.0435257731
634	0.0339814988	0.0839039718	0.0165357138	0.0268619151	0.0583480327	0.0435476254
637	0.6487917108	0.8630807031	0.8251289826	0.2241958154	0.1386527455	0.0718272974
638	0.0193736289	0.1972070289	0.1296103549	0.0468168691	0.0635504857	0.0652914785
641	0.0725984592	0.0537716971	0.5265860199	0.6913219676	0.7157385038	0.7098484776
642	0.2252949063	0.4999148545	0.5526514153	0.3319216527	0.2180609228	0.2958772906
643	0.0163987823	0.493503589	0.3407966367	0.4155096581	0.1636141794	0.1207390155
644	0.7352004606	1.2663115224	1.2497106374	1.7150478231	1.1500082857	1.0389324816
645	0.2181172467	0.2927679406	0.5744732313	1.2303434348	1.5283535174	0.7242615815
648	0.1120715849	0.1966735492	0.1616309623	0.0722748939	0.0704411575	0.0747238878
656	0.0906145541	0.05558395	0.0332625303	0.0409940294	0.0367914256	0.0413180435
659	0.00938456	0.0020823543	0.001311977	0.0023575062	0.0037336579	0.0052018675
661	0.0403314524	0.3329038153	0.3337777652	0.1521549692	0.1064819076	0.1231327662
662	0.0864334196	0.1626870299	0.2108031299	0.2477745222	0.1573183166	0.1305486707
664	0.8685444595	0.4002413801	1.0732481471	7.5304804062	11.3994290005	6.3376869291
665	0.4543032689	0.023213671	0.0316842188	0.681654645	1.0513722989	0.6164697133
666	0.0119721433	0.0097422632	0.0502703967	0.0108709552	0.0566987582	0.0621487473
669	0.1557308418	0.0701815278	0.3493580211	0.3534775513	0.2998843711	0.4215657075
670	0.127378408	0.063270134	0.1048254494	0.177389312	0.2071716872	0.2495425021
673	0.0715770582	0.094881452	0.0759106208	0.0756181773	0.0530222111	0.0465842568
677	3.0007205959	10.077617303	2.1022118551	1.3843097571	1.8159835722	1.5132934742
678	6.4336357947	0.3696893115	0.322937397	0.5714851785	1.0661225106	0.7649380486
682	0.2817860756	0.3482305034	0.4019069022	0.3079229219	0.3041060357	0.4769841821
684	1.1088882842	0.3189247129	0.9227803196	2.5525173445	2.2836532595	1.5418969099
687	2.2355083659	2.9294671944	1.0417372722	1.0384919022	0.5868130514	0.3450423638
688	0.0335227956	0.0377805279	0.018136726	0.038624442	0.0326955431	0.0128264011
689	4.5377277271	4.020419735	4.5424075753	3.7222325764	3.9346683413	3.6123870834
690	4.3630620271	3.6730485164	3.8806738695	3.620025939	3.8367159782	3.4893921796
694	5.1600372429	1.9493790466	0.4452972787	1.1104569416	1.0804983642	0.4099358966
705	0.0363640459	2.7032504359	2.2164971865	0.853847686	0.7139495047	0.9883177109
706	7.6420106356	1.4762780911	3.7312421078	9.5683420997	9.995832799	11.0443741765
708	4.9831584342	14.2820290418	24.3660399575	13.1516854743	9.3847909419	11.557351672
715	0.0520470892	0.0057361041	0.0312074511	0.0499919461	0.082145525	0.0920602273
716	0.0059335412	0.003031138	0.0042707824	0.0039481921	0.0047012459	0.0027234919
717	0.0224906308	0.0118460599	0.0080156907	0.0185782545	0.0103598885	0.0058973146
721	0.0311876216	0.0291203452	0.0099712405	0.0130966104	0.0186513412	0.0147881299
725	0.002274505	0.0016948767	0.001513755	0.0161653078	0.0221432392	0.0185896543
734	0.0182907891	0.0476927182	0.0249505242	0.0268207683	0.0251679393	0.0297236838
738	3.334241104	1.3678045224	1.378954942	1.0000690969	0.827480899	0.9747445862
740	1.6134878513	0.9306828018	1.9125555317	1.4245812621	1.0851393187	1.4366179955
741	0.0960258346	0.2398805656	0.1728540347	0.0703727897	0.0426662961	0.0583187095
745	0.0383134074	0.0250170009	0.0164873667	0.0228453731	0.0200812181	0.0205575724
746	4.5013429858	3.7275956782	5.4365081442	7.2633290709	9.0145644281	7.0411974187
750	0.0014536901	0.0013484466	0.014106855	0.0025109986	0.0058960883	0.009427755
752	0.4829703235	0.0817185238	0.1881666274	0.3110795045	0.2636373567	0.3540755699
753	0.0984846951	0.209978397	0.0406993845	0.0556477469	0.0880025244	0.088333553
754	0.4338028205	0.195609718	0.2288491968	0.2816827045	0.2992852352	0.1987719715
755	0.1914405701	0.1722321041	0.0606485627	0.0224862931	0.0181192556	0.0204885149
757	0.4693577939	0.2623142447	0.2160956483	0.1229806571	0.1427390184	0.1508176581
770	0.1367204771	0.0342576439	0.1364431446	0.0861081903	0.0623022046	0.0631438054
773	0.0094685196	0.0032449976	0.0041198148	0.0434284654	0.0248242079	0.0069427301
774	0.0038224948	0.0060022721	0.0203989911	0.0065434345	0.0171430071	0.0099527814
775	0.0055619731	0.0046725724	0.0057120504	0.0044403104	0.0183014819	0.0088954104
777	0.0018971667	0.0027895669	0.0016453785	0.0019733454	0.0015325941	0.001156258
780	0.0066438412	0.0057988179	0.0097972584	0.0062191364	0.0080503933	0.0052249054
782	0.0034724457	0.0031866713	0.0052844963	0.0038277873	0.0044891829	0.004671027
784	0.0212924456	0.0101100336	0.0122427421	0.0531947588	0.0814558182	0.0615654424
788	0.0977023332	0.0693554699	0.1843017988	0.1312069596	0.0995698591	0.1445456499
790	0.3956953308	0.8517576043	1.4243586354	0.6085213451	0.399375469	0.8027345645
801	0.4813012619	0.266237278	0.2059574041	0.1015050128	0.1237786615	0.1973100537
805	2.3782029419	4.4678529728	3.684943584	3.0473697274	3.8982561803	3.7482120901
808	1.3198724046	1.3753743094	1.5166242928	2.2116476358	1.9495305713	2.0158642498
810	0.1109105777	0.2030333414	0.2708337532	0.4143173182	0.3597077219	0.3209078454
811	7.9584216558	17.1157705317	21.6580571932	12.050204426	13.8957662361	16.7252462311
813	0.0663142803	0.1528297749	0.1972018	0.1264587926	0.1384560657	0.1708150945
814	0.8461139345	0.2073182774	0.0726743084	0.1177686321	0.1049135603	0.0876310214
817	0.1474759491	0.8236806567	0.2007447186	0.1236524041	0.1054089736	0.0732331175
818	0.2016639888	0.0209285227	0.0896643699	0.0566669426	0.0538337101	0.0749550839
819	0.0025101319	0.0023503267	0.0042660465	0.0052432623	0.0078511876	0.0058115637
821	0.0724823604	0.223438445	0.2554981934	0.2048535272	0.2061654132	0.2099909206
822	0.1009256182	0.0127321435	0.0149202642	0.3641187592	0.8871748086	1.0903621491
823	0.1960890228	0.0217610463	0.1279329315	0.2085212318	0.1923896789	0.2084780159
824	3.5741495508	0.4390206121	0.4105735149	1.4128680198	2.1934828409	2.0701972987
825	0.1160445099	0.0136318425	0.012870944	0.022656659	0.0291289692	0.0155861235
826	2.3997946661	1.2378089299	1.9299390931	2.4722802094	2.2711716412	2.7063313201
828	0.5484189648	0.0381722225	0.0095848056	0.0187740267	0.0212441588	0.0174162265
829	0.4525760709	0.7776790682	0.8862205119	0.8200998309	1.0333964283	1.004181149
830	0.0296871887	0.1021211892	0.1149966287	0.0940806573	0.114483381	0.1182229077
831	0.8027871	0.5630335839	0.3818685784	0.7661251986	0.9666807848	0.5097161752
832	1.4379935426	0.6595545651	0.760323248	0.9185350552	0.823149222	0.9001284236
