source	t0	t1	t2	t3	t4	t5
5033	0.1209711724	0.1415531736	0.1187157196	0.4718032911	0.8925287684	0.5899225041
5034	2.2455124121	3.5531373318	4.3324067727	5.6428704833	9.1171142807	7.230243338
5036	0.6017932362	2.3273140704	2.908380065	1.6548947599	1.469002093	2.0160959381
5037	4.2516211779	3.4093539279	3.785921684	3.6548513154	2.846622471	3.6555868203
5042	4.3997393005	2.5617009786	1.9139969816	1.4459152292	2.3827027155	3.5562042472
5045	0.0072596506	0.0325846689	0.0320712663	0.0809242936	0.0617579839	0.0931500259
5048	0.6204786909	0.4110501987	0.6344888332	0.6198530955	0.6229076296	0.621720169
5049	0.0135157292	0.034949568	0.0674939008	0.0635799755	0.0467185911	0.0585968146
5050	0.2975949687	0.253395774	0.7156454897	0.5390573327	0.4585602244	0.5247752733
5051	0.023184561	0.0113833419	0.0395961534	0.0217790163	0.0193946242	0.027613482
5052	1.3307317721	8.3630270358	13.4296561815	5.7761078397	4.8008065824	8.2913896546
5058	0.0494844365	0.0871275288	0.2036467283	0.3701158284	0.3057452499	0.3400378816
5062	0.2848517616	0.3903706561	0.2316381355	0.1491785465	0.2053596283	0.2659504079
5064	0.011108394	0.0108323831	0.0091376889	0.0135062054	0.0079557673	0.0075412678
5066	0.0734289787	0.6069727362	0.1884057115	0.3326559905	0.6474305654	0.3256946871
5073	0.2283795429	0.1549177759	0.3767745529	0.323567692	0.2811528507	0.323255293
5078	0.0553280555	0.0354619993	0.0086469759	0.0416387555	0.0183837776	0.0069309745
5082	0.0188312246	0.1094511166	0.053270703	0.0602199497	0.0478500409	0.0585864067
5089	0.0507279162	0.0068849164	0.0190451404	0.011859724	0.0125609077	0.0259168613
5090	0.3149608838	0.2462049529	0.1266240514	0.1099422199	0.1510764388	0.1462490378
5091	0.1324921505	0.0757162369	0.2859389057	0.2023079682	0.2713253503	0.2709739098
5092	0.1349368393	0.1102676862	0.7049104152	1.1831265424	1.2815812992	1.3325120568
5093	7.6563457279	5.4846048465	5.7989328079	5.4575466779	5.5961147217	5.1731346787
5094	1.3979473298	0.9432582961	1.1567798169	0.889126299	0.8502732999	0.8857437699
5095	0.1323593996	0.0194507829	0.0781524142	0.1029652645	0.0993504048	0.1265117543
5096	0.0518279364	0.10157017	0.2498439734	0.330234307	0.1731076006	0.2282995887
5106	0.0078410982	0.0065120157	0.0144776593	0.0694946797	0.0370228828	0.0319823776
5108	0.5195738847	0.1563317837	0.2031435855	0.114364473	0.1780510369	0.1524476752
5110	0.1713434348	0.1664331839	0.4412374811	0.6613532066	0.500563916	0.5172714376
5111	0.1308471887	0.5969848161	4.513553973	3.3080340251	4.0559645947	4.4051687863
5116	0.6001265618	0.1506253211	0.2968398023	0.3769523192	0.432770144	0.4615315
5118	0.0425331263	0.0206434363	0.014633219	0.0389499872	0.0567806161	0.0497460854
5119	0.1030052663	0.2068875864	0.1911559587	0.1333234428	0.1196876831	0.1779471224
5125	0.420289802	0.0217292183	0.006843859	0.009727883	0.0077470416	0.0050459216
5127	1.8715030959	2.2134494261	0.896591825	0.9923571821	1.148116362	1.0648626052
5128	0.0260455645	0.0621035882	0.017381689	0.0260877729	0.0126511215	0.0090104413
5130	0.1379388137	0.1500237295	0.1688139052	0.1372791443	0.0746669414	0.0978711535
5133	0.038368617	0.597855426	1.2565920477	1.4844856906	1.2942906215	0.9024251783
5134	0.5699261697	1.2793230517	1.400183746	1.0025469059	0.9330013539	1.0550754341
5138	0.0071250483	0.0283776181	0.0137271182	0.0048563502	0.0036604223	0.0043930349
5140	0.7831905815	0.147392954	0.0804980446	0.1444915639	0.1506164039	0.16950281
5141	0.0209900742	0.0182723734	0.0148111059	0.0232283564	0.0829547954	0.1038842862
5142	0.9659845617	0.8451621905	0.0460197371	0.0381977652	0.0136467355	0.0117878719
5143	0.0053691627	0.0076782944	0.0077404462	0.008841746	0.0134787953	0.0198697453
5144	0.0137982168	0.0101183426	0.002798519	0.0126685701	0.0193728394	0.0134118425
5147	0.0909442141	0.0466657969	0.1151897524	0.1475936679	0.1462141254	0.1895720337
5150	0.1546371566	0.0461924924	0.0179476779	0.0150002501	0.0155890797	0.0233071481
5151	0.0746577032	0.1488934586	0.0592347894	0.0494931692	0.0747714902	0.0541669865
5152	0.0862231079	0.0280888007	0.0384212465	0.0338129836	0.0521663412	0.0557605297
5153	0.0235759346	0.0209539103	0.0805372339	0.0425892484	0.0429789576	0.0399978773
5158	0.0837919668	0.0299506254	0.0626414684	0.0749608621	0.071292459	0.0522918958
5160	0.7736662479	1.8562723768	2.1443281595	2.3162891543	1.7101311636	2.0412504054
5163	0.8898033266	0.4537417209	0.1670256989	0.5115533807	0.7774139771	0.3527175378
5164	0.3011089694	0.0241283092	0.1267321232	0.087708266	0.0661339659	0.0933605041
5165	0.0402733373	0.0246425251	0.0824628161	0.2087226911	0.1543555197	0.146475659
5170	0.1488096422	0.1372385052	0.1559312473	0.1204121745	0.1026535638	0.1311431346
5175	0.1596266631	0.0206457677	0.0195081782	0.0355673037	0.0346594808	0.0482116292
5176	0.02044323	0.0079745867	0.0089701529	0.008196235	0.0029083606	0.0040788663
5184	0.7427572049	0.5471260403	0.7081924613	0.4428788476	0.2533912225	0.41022972
5187	0.7760676539	0.4269468336	0.2691960176	0.29746788	0.3707178244	0.2343151215
5188	0.0949252914	0.0669577795	0.1861531516	0.1931357296	0.1780533699	0.1966122831
5189	0.2124725451	0.1270796738	0.130652588	0.1157801008	0.0769486626	0.0810806337
5190	0.4034657182	0.1323563953	0.1820808491	0.1659188382	0.1896840507	0.2017705077
5191	0.0406539967	0.0290034001	0.0508889185	0.0444193251	0.03082603	0.0344947345
5192	0.0192849967	0.0639080284	0.0749391658	0.0463899626	0.039420179	0.0495776507
5193	0.0169163012	0.1088759537	0.1099354029	0.0849166928	0.0609536777	0.0541578168
5194	0.0401266245	0.0595278348	0.0690324102	0.0853013833	0.0895436971	0.094831199
5195	1.0609898992	0.6567460207	0.7057909639	0.845074364	0.9075458914	0.8906386532
5198	0.0162744773	0.2129316061	0.2957126298	0.0915323492	0.0787275144	0.13263809
5199	1.3591675003	0.0938825255	0.0525139086	0.0532600602	0.057343275	0.0458704516
5201	0.9432529318	0.7844874196	0.9997755695	0.9888492088	0.9771776763	1.2308348242
5202	0.9052635528	4.2105053249	4.5492547519	3.1993315023	2.501488743	2.4605101547
5203	0.2412675121	0.3835876464	0.7576533822	0.5965217037	0.5337994003	0.4287403004
5204	13.0822762261	8.0020636441	5.2572343146	4.7436928777	5.2280549881	4.104381884
5209	0.0127350453	0.0940232214	0.0605183564	0.1100563439	0.1368953764	0.0966308327
5211	3.6802640058	1.1366658413	0.8090416598	1.7161309624	1.9634107926	1.7048362833
5213	0.1856415996	0.2972557525	1.3194969936	0.6674453743	0.7042201679	0.7740029652
5214	0.8376932325	3.8140663999	2.4031561766	3.0245950267	4.3492962723	3.8788015168
5216	2.8708326903	2.5223890026	4.2611965705	5.6267743924	4.8327008228	5.8878985895
5223	0.3765227299	3.3869670349	5.1825467646	7.3140748591	6.8661084385	6.1646042381
5226	0.1663704184	0.3872017586	0.5658577973	0.6478309088	0.3846662471	0.6955260609
5228	0.0012658553	0.0011226946	0.0013097598	0.0017140001	0.0084377867	0.0060856372
5229	0.0110806231	0.0220764992	0.0244526719	0.019704425	0.0179641514	0.0179237959
5230	3.688218678	8.7031513197	10.4518345824	19.4329839547	29.0188171338	20.6256945739
5236	0.344430508	0.3793081741	0.7075893627	1.1899684191	1.4399965539	1.4855598312
5238	0.1008848051	0.0957078355	0.1327782062	0.2107391484	0.1808688748	0.1258762754
5243	0.0040763327	0.0041014369	0.0020771044	0.0055885613	0.0028587151	0.0036996682
5245	0.4172795605	1.8905579849	2.3402433796	0.6534865182	0.4914031571	0.734872471
5250	8.1241955122	12.5162950586	19.4210366905	14.9793048752	11.1620481321	17.6355186541
5252	1.2700350649	0.254458066	0.1476067176	0.1298222063	0.1670816091	0.1292463707
5253	0.3778885	0.1240500308	0.1587968512	0.1173924171	0.1478929572	0.1330524401
5256	0.8816395312	0.3305158	0.251404886	0.2735845111	0.3175701888	0.2634238283
5257	0.402495676	0.1164071859	0.2527968142	0.2358397592	0.2775877329	0.3004231383
5261	0.0523980016	0.0138526243	0.0630067755	0.0319024871	0.0287021295	0.0393733441
5264	0.0470722266	0.026339308	0.0883036538	0.1462522128	0.1370092135	0.1624516356
5269	0.1032981167	0.0136733552	0.0862597712	0.4241939314	0.6001806196	0.7140458872
5270	0.0461890798	0.7439799894	0.135494027	0.2065632331	0.1841030006	0.0713597874
5271	0.0070740327	0.0130932245	0.0296642746	0.0550891486	0.0358532856	0.0330084147
5272	0.3375991694	0.9960107143	0.1026011745	0.2246694212	0.2321406642	0.2385749564
5277	0.1428646636	0.1021649772	0.1180336266	0.2134172666	0.2345991368	0.1540519435
5279	0.9591655222	0.3130011875	0.2747600437	0.3171511041	0.3584785884	0.3435587507
5281	0.1125084897	0.0966022904	0.2400216777	0.2190330632	0.2539334092	0.252823338
5283	0.2552924782	0.3612690858	0.3024312196	0.1712742066	0.1631985943	0.144356321
5287	0.4090523598	0.1959976354	0.2793019094	0.4982761587	0.4632370643	0.3255820106
5289	0.2439833723	0.3366184794	0.2697630873	0.5192564583	0.413502277	0.3161031354
5290	0.1992118363	0.173114193	0.0726571785	0.0936205254	0.0875665901	0.0828926426
5291	0.0232845421	0.0179780065	0.0360786866	0.0132219041	0.0140465797	0.0189531784
5292	2.8731746436	0.9422798883	0.4118271223	1.4093608617	1.6801751765	0.9032283234
5293	0.4913091012	0.0962949405	0.1649633341	0.1706393781	0.1444722197	0.2103326257
5294	0.2557091982	0.0394544234	0.0683578744	0.1005076453	0.1045415189	0.1424821274
5295	1.4286530587	0.2675667223	0.1623081475	0.166481886	0.1830128428	0.2120304824
5297	0.987153522	0.3784162304	0.3573730623	0.2667823348	0.2517200398	0.2678727524
5298	0.8726556999	0.5109767642	0.5796799685	0.5527906274	0.43615742	0.446198661
5300	1.5183868577	0.7951571496	1.4266958644	1.2203249785	1.2483994899	1.4721377153
5301	0.1644510511	0.1096358862	0.1953860196	0.1619766861	0.1646538089	0.206989399
5303	0.0766940957	0.0569841195	0.0920702511	0.0453311001	0.0486531547	0.0745586177
5305	1.2836072237	1.0027038706	0.4433996172	0.4546318182	0.5175560083	0.5146075734
5306	0.4095635827	0.8566591843	0.7206741683	0.264152838	0.3932464457	0.538432946
5309	0.232940552	0.1641230023	0.1417468651	0.1771318104	0.1490495173	0.1698117533
5310	1.1808249053	0.5099136582	0.3667870993	0.3968264068	0.5393252568	0.4147651642
5311	0.0345476393	0.0158931437	0.0426554284	0.0397546228	0.0558161361	0.0685432519
5315	2.7180919691	8.2215167181	10.6305608944	12.9322607296	13.2764258971	14.5915783617
5316	0.2244166213	0.3223298308	0.1165426535	0.0878949955	0.1304960242	0.1304045025
5324	0.7222982597	0.0711139906	0.0661100113	0.1258525302	0.1903762797	0.1015397027
5325	0.0018227716	0.0051369549	0.0209562346	0.0187777043	0.0444118128	0.0418122765
5326	0.0691330409	0.7194272392	0.7682172687	0.4714387922	0.4017082063	0.4437668194
5328	0.0098993599	0.0088774305	0.0045161854	0.0053422376	0.0175392858	0.0188417145
5330	3.6422359215	0.2254607518	0.6013272918	0.5982479528	0.8756248605	0.7683367754
5333	0.4670767894	0.0445534024	0.0503788701	0.1666862722	0.1335238583	0.1029452648
5334	0.0881399006	0.10448414	0.0065709221	0.0085639573	0.0052550008	0.008043878
5335	0.2837274387	0.0311441808	0.0871561055	0.1277915087	0.1549278293	0.1044330335
5339	0.0697020677	0.023821435	0.0313423891	0.0280219073	0.0308213398	0.0460336576
5347	0.0082412072	0.0061117117	0.0030001087	0.1729292169	0.0822399836	0.1171608774
5351	0.0051867503	0.0049638721	0.0107611324	0.0086248141	0.0132750775	0.0155111638
5355	1.7289367197	0.3834603102	0.6516349987	1.8496401019	2.2785795636	1.795872193
5356	0.3360003172	0.6558646562	0.6403467676	0.7349816041	0.4867567579	0.4408927335
5359	0.0378422638	0.1871428861	0.1294132032	0.6731731232	0.395338589	0.2284743569
5361	0.2294141208	1.4655962209	0.2864766434	0.068853513	0.1467714278	0.1329523709
5366	0.1265808416	2.0520684492	0.6294359566	2.3776985779	1.4830711631	0.7469659724
5371	0.0706371839	0.0437491943	0.0524335079	0.1782462492	0.1505200291	0.1527206726
5372	0.5316006467	0.1100263189	0.3149275108	0.7063332787	0.7817779016	0.5808400765
5373	0.1903305179	0.9438128971	0.537288675	0.2845934902	0.2393618119	0.3452384013
5378	0.0951064626	0.0935925263	0.159917879	0.1258344079	0.1214986995	0.1243784117
5379	0.6017153422	0.8462027196	0.6116896403	0.8687373124	0.6775517115	0.7305387383
5380	0.1772987551	0.223736451	0.1533198561	0.1663865037	0.1565610846	0.1758675653
5382	0.4638954723	0.5100864959	0.3589493606	0.4692124638	0.4723534979	0.49726124
5383	0.4149420762	0.4155928071	0.3300815752	0.3987484941	0.4129837443	0.4374099974
5393	1.0889047087	1.820891748	2.3896745414	2.4275458061	1.5220474018	1.3611740249
5394	0.9978548525	0.9540208413	0.9246167967	1.0547965752	0.9704262639	1.0620585696
5395	0.1218554093	0.1543937486	0.1539583943	0.1689984459	0.1655536977	0.1585275878
5411	0.0214014514	0.08478619	0.0685293113	0.0084437037	0.0157508631	0.0271809307
5412	0.3065629478	0.3314145934	0.0974291221	0.0849333019	0.0671275698	0.060527113
5422	0.1409091641	0.1218222585	0.7862710516	0.6433873998	0.5689310308	0.5783589718
5423	0.0302940935	0.0629844009	0.1218322829	0.1271503205	0.0893067851	0.0843684744
5424	0.3815969815	0.4495775723	1.3713996462	1.4273828789	1.4024759471	1.360555904
5428	1.2150136505	1.6247146313	1.0129884788	0.6933919734	0.8249359882	0.9558673047
5429	0.0069145001	0.0084610456	0.0095054088	0.0137878398	0.0327747501	0.0289536331
5430	2.5986157104	2.587356286	2.3265422873	3.4840786735	3.3673578864	3.8808750186
5431	0.5804842553	0.8502504483	1.1599269768	1.0797417465	1.0355028278	1.1923463466
5432	0.2728375049	0.3621974839	0.572687408	0.2905540753	0.2476365399	0.285665397
5433	0.2701873935	0.8089382594	0.9016125989	0.6592413757	0.4843090931	0.4963493044
5434	0.0491704389	0.1779167909	0.1667761695	0.0887400062	0.0628095034	0.1097693284
5435	0.5375456776	0.7839049007	0.8157052828	0.4820847554	0.4440520185	0.5894119897
5436	2.3198297157	1.4512842982	3.8110978906	2.9837020609	2.3665746769	2.9391490777
5437	0.9138371782	2.6880361262	2.948853649	2.6122505162	3.0913893631	2.7713183872
5438	0.8055059125	1.2971386748	2.0744475466	1.0275819387	0.8687224345	0.8833117542
5439	1.3303455749	0.9919350405	1.3701327734	1.3615949786	1.0460700385	1.1910405123
5440	0.180097508	0.4699301052	0.4219562185	0.2545698905	0.2133311375	0.3574987297
5441	5.006002354	10.0006751958	13.8345740159	6.3787148012	5.0972947982	11.0983267226
5442	1.3458711207	1.102979307	1.2579748676	0.7563596137	0.6453840267	0.7693328674
5443	0.2760093094	0.266171401	0.3913171137	0.4693710441	0.3460818887	0.3451457843
5445	0.0497712102	0.0047426963	0.0184890914	0.0268712111	0.0665777907	0.1433265421
5447	0.1937623626	0.1192746624	0.1415832727	0.0938733659	0.0648425962	0.0866830452
5450	0.0899162036	1.2429015821	0.132378586	2.2795471375	2.636346473	2.6011362501
5451	0.1701499975	0.0790819	0.0979700708	0.1720918691	0.1866519606	0.1529226121
5452	0.0500174975	0.0644856022	0.1398266082	0.0755502232	0.0716860124	0.0724589586
5455	0.0023486464	0.0035098813	0.0011548842	0.0019628975	0.0016852469	0.0010821378
5463	0.0994959403	0.0425953238	0.0473591402	0.0202612376	0.0199773864	0.0117749817
5464	3.3187135901	9.7181470925	10.3482025537	7.2514365413	6.4252651434	6.6596563053
5465	0.0056736669	0.0027406687	0.0047317492	0.0049049607	0.008731894	0.0092263225
5467	0.2498724165	0.1028361419	0.0690557937	0.0677263227	0.0660519326	0.041871012
5469	0.0361886739	0.0871141468	0.0751855556	0.0557980425	0.045902201	0.0559019703
5471	0.0628323578	0.5578081352	0.4483629444	0.2289050189	0.2536137508	0.2490576066
5476	0.6670309534	0.3681455584	0.6489058096	0.368765202	0.4798342469	0.7116075804
5478	3.4215141635	5.3808735966	7.5864980298	5.7747723582	5.4101112276	8.5611139021
5479	1.1219292257	1.2335971851	1.5986689484	1.3497942209	1.3901728888	1.5843860228
5481	0.2880528286	0.439142259	1.4080701148	0.8585172746	0.6462314917	0.7020901765
5494	0.0634961737	0.0649065789	0.03344977	0.0296703214	0.0351792851	0.0308836654
5495	0.2579518349	0.1318376648	0.0764512942	0.0684079099	0.0639903419	0.0473449637
5496	0.479938383	0.977155959	1.529020915	1.1037270289	0.9434686091	1.4477596818
5498	0.7521472553	0.1671942602	0.339559556	0.5637448219	0.5485061623	0.5181464109
5499	1.6069422323	0.7663577489	2.3092292637	2.3997194473	1.9669309568	2.8427514806
5500	0.5937153973	0.4596414594	0.4200626998	0.3583454926	0.4114153096	0.4001138536
5501	0.973616491	1.1486027017	2.1441635618	1.6364016701	1.2545440171	1.2161396101
5504	0.3842750102	0.1948668574	0.1654354396	0.2143524368	0.1988950679	0.179632731
5509	0.074113873	0.0876828029	0.1179038591	0.1135006022	0.1140302264	0.1118073084
5510	1.4991615888	0.8668547422	1.35858292	1.8206787837	1.884952302	1.7309242829
5511	0.2198954236	0.5244543157	0.4884254013	0.3272056504	0.2856369083	0.3480376981
5514	0.2015165081	0.5963549647	0.4308892375	0.3324807639	0.3842725368	0.4328491803
5515	0.2311516458	0.5734120955	0.6506545166	0.5146788371	0.4307419523	0.5494957085
5516	0.14474051	0.4637244301	0.3463365791	0.2166384237	0.2487191417	0.2677736582
5518	0.7834414431	0.8171610477	1.2214406749	1.0233916079	0.9306802533	1.0887550464
5519	0.0063331551	0.0093649774	0.0165454168	0.0108712607	0.0099364992	0.0140318325
5520	0.4075071504	0.9715719329	0.6504501662	1.0553737183	0.82462994	0.6875492402
5524	0.2822063721	0.1068844947	0.3216969196	0.3224798535	0.2269994215	0.347780359
5525	0.2229203552	0.1060693431	0.1968739109	0.1935535643	0.2045839047	0.2455304637
5526	0.0965836923	0.0433477005	0.0530509864	0.1308651092	0.1561096135	0.0692629413
5527	0.2663261511	0.1848615133	0.3754740145	0.4385281421	0.3834840406	0.363827242
5528	0.5975029613	0.1385799518	0.5916505212	0.6950489588	0.5731086881	0.7562801439
5529	0.7731162346	0.5150822154	0.6153860511	0.5559244178	0.5612846516	0.5767669432
5530	0.1889575268	0.1261345157	0.0304691838	0.0492806819	0.0796407796	0.1025078768
5531	1.1504930649	0.9630960844	1.2818794027	1.3227931656	1.2697599967	1.495392577
5532	0.577464257	0.4429070197	0.4613563417	0.4239548989	0.3901813781	0.4791880625
5533	1.4780983971	0.2702740281	0.3832536008	0.4648782012	0.4737770594	0.4236280979
5534	0.042685254	0.0860012818	0.0776134586	0.0501784575	0.042073791	0.0517572238
5537	0.2705155463	0.2910193445	0.26842664	0.1562877927	0.1498219512	0.1856949625
5538	0.3763995241	0.5429844883	0.6486576379	0.2905194729	0.2909135998	0.3803297725
5544	0.1905313752	0.1060507839	0.1190984769	0.0970012541	0.0777481424	0.0808019397
5545	0.0085723403	0.0020399077	0.0026601439	0.0043756978	0.0041461618	0.0031838636
5546	0.0646623339	0.1225501293	0.1556124983	0.1027371663	0.0757508143	0.0958522152
5547	1.2816270871	0.3775099019	0.9023598782	1.2265607661	1.5100568288	1.3168079004
5550	0.0886661857	0.2681865574	0.2336638985	0.178271002	0.1840895076	0.206037842
5551	0.0395958834	0.0292417253	0.0133600024	0.0508696129	0.0749433427	0.1009646118
5552	1.5904580498	9.6129760871	3.5021550687	3.9195099063	6.1387856066	7.8474815719
5555	0.0265110108	0.004206688	0.0087511704	0.0101627213	0.011320211	0.0092974037
5557	0.3686585506	0.1088976908	1.0286438458	1.0437282659	0.9640758041	0.7636888658
5558	0.0132747783	0.012165894	0.1000616472	0.0866905337	0.074315725	0.0798029076
5562	0.0424880886	0.061931373	0.026238884	0.0194495567	0.0176600497	0.0282938963
5564	0.0816821677	0.089455442	0.0866960311	0.0661960893	0.0677620133	0.06441763
5565	0.1679252264	0.0729797693	0.0466739273	0.0696068773	0.0975899983	0.0715841398
5566	0.2021655587	0.0661397552	0.1914562514	0.1583806164	0.1321927718	0.2181294078
5567	0.3247505346	0.0167185429	0.0346351765	0.0428975828	0.0511207015	0.043636753
5569	0.6482028446	2.2183472272	0.3813387532	0.4540230838	0.9363719814	0.8802981182
5571	0.0677514912	0.1299755659	0.2700797946	0.2357919871	0.1585342561	0.1384385541
5573	0.0107368381	0.0169641378	0.0340240739	0.0384822993	0.0434680151	0.0417923993
5575	0.0436828981	0.0657082433	0.1341212067	0.097857456	0.0751727226	0.0792090325
5576	0.0112758637	0.0077037966	0.0220467729	0.0111828238	0.0083745839	0.0146175548
5578	2.0268551005	0.9050558344	1.0164113026	0.9857150838	1.486129304	1.1625171622
5579	0.5229908923	0.0441714786	0.4205846215	0.3617614456	0.4441173329	0.4887479325
5580	0.1594365864	0.2819029194	0.1735689975	0.2708483846	0.2860646023	0.229993763
5581	0.0442411826	0.0190553826	0.0170906627	0.0458463893	0.067316129	0.0563974226
5583	3.1055389527	2.9602730476	0.9662067073	1.2298380649	1.0656171564	1.0555635545
5584	0.1456695211	0.1500564268	0.1684728218	0.2318497216	0.2561223222	0.250431986
5585	0.4846919522	0.1372357499	0.2531000642	0.2876027204	0.270527212	0.2540643994
5586	0.1002858496	0.0655554127	0.0358620794	0.0359834262	0.0429455534	0.0389346893
5588	0.6375817572	0.2852836602	0.202588135	0.28161046	0.2539965208	0.2547814163
5589	0.2947449918	0.0674802068	0.1772308704	0.1661106829	0.206239897	0.1986677489
5590	1.0428181951	0.4716965225	0.5868312702	0.3909299211	0.4292346788	0.26156152
5591	0.086224434	0.2164513827	0.4098220494	0.3159170898	0.3248351408	0.3993373579
5594	0.1756500195	0.2814759219	0.3902197524	0.4362220412	0.3364020986	0.2425927631
5595	0.1526952837	0.0208992463	0.0921257867	0.1466762003	0.1550748042	0.1284525356
5597	0.020203945	0.1625502894	0.1711464207	0.1191649359	0.163145881	0.199921822
5600	0.0695139366	0.0774789038	0.0868711189	0.0954906124	0.1385886396	0.0850462827
5601	0.0285436283	0.0216286469	0.0621476713	0.0250034656	0.0262407964	0.032508129
5603	0.1641642953	0.155721976	0.3253044091	0.2725318898	0.1907741034	0.1895739351
5604	0.8610543725	0.3594499697	0.5740302628	1.3979688007	1.7047810825	1.2283399539
5605	0.6223237812	0.2522833899	0.6362552294	0.5775119836	0.5511743426	0.6812803843
5606	0.2641065602	1.8159492623	1.2559999452	0.5974991711	0.423889621	0.5337467945
5607	0.0861291479	0.0220667727	0.0541972225	0.0641125978	0.0549667578	0.0451680868
5608	0.1928442195	0.0760634108	0.0839921012	0.1073240135	0.0832025941	0.0893703977
5610	0.2352899822	0.101389472	0.1313792624	0.8282854079	0.6813693058	0.4500152993
5611	0.1709346456	0.4305970561	0.1922781168	0.2018304507	0.1327258392	0.1163385141
5612	0.2013593178	0.3840972846	0.2847186787	0.1779222155	0.1409875528	0.15764457
5613	0.4376254819	0.4942603523	0.1959276997	0.3314607844	0.5509217409	0.577352224
5616	0.2052571998	0.1932045106	0.0905564419	0.1136398154	0.1706185521	0.1983153226
5621	0.6661544226	8.0333742716	0.4830188048	0.525059037	0.6971465265	0.5603729348
5623	0.0583088833	0.0400171326	0.0453657267	0.0435863737	0.0285009746	0.0145678352
5626	0.0118364487	0.00244739	0.0019718071	0.0059501222	0.0078815692	0.0069273991
5631	0.9309820188	1.0976188556	1.6099300012	1.0171464081	1.0267527231	0.4390445088
5634	0.016152771	0.1113472867	0.0784735842	0.0933931239	0.0702440071	0.0781500769
5635	0.5960353841	0.1341829631	0.2919305739	0.3136970905	0.3601967406	0.4352897479
5636	0.9408612195	0.6538321082	0.8830663112	1.0260701502	1.1485614283	1.1186157456
5645	0.0772894236	0.077898277	0.0788550798	0.0428862456	0.0247730121	0.0317001484
5652	0.0016712957	0.0013244842	0.0016421377	0.0015383406	0.0021490225	0.0019424955
5660	1.0165698606	0.4804539737	0.4739777837	0.3973782721	0.4148188797	0.3358730175
5663	0.0831513484	0.1181175356	0.1211176333	0.1851898939	0.1588549721	0.1515462494
5664	0.010956886	0.0161623813	0.0674166152	0.102886448	0.1067341436	0.2212777682
5681	0.2751282099	0.1834444807	0.1442575506	0.1185705216	0.1625197973	0.2174862733
5682	0.2823541262	0.5871388478	0.6453948927	0.3329066812	0.4246205187	0.4052868807
5683	1.6342685915	4.4873508167	7.0221192398	6.6900677738	5.4964975042	5.6853198693
5684	0.9418649199	3.9830052271	5.8179072309	3.9245830247	2.8728757446	3.3539329027
5685	0.6969055024	2.2288645223	2.7164250757	3.6066871577	2.4407460879	2.9127813634
5686	1.7927868518	7.4791925082	10.167463853	7.4545585671	4.4630247756	5.2779873505
5687	2.5683284425	6.4855249074	13.2518712635	10.6821749511	9.7592436751	9.6152046646
5688	1.5309443443	5.2491127979	6.2947401211	3.1447955449	2.3236131202	3.6241909608
5689	4.0826374404	7.0283701603	13.0713436963	8.3790994506	8.1510892333	9.7897567585
5690	0.2798390287	1.1549464285	2.6461276846	1.6256452009	1.3995931825	1.836699928
5691	1.476491399	4.5085170884	6.624867742	4.2679230672	3.3345389992	3.6201813947
5692	5.3169835808	6.0130316939	11.4820537729	6.2593277531	5.6346001833	6.9163495075
5693	0.7807886775	2.8709340566	6.4141216804	3.3531469576	2.3809678316	3.1142337058
5694	2.0965558043	4.4090210127	7.3320402978	4.6986735687	3.1193100678	3.9208293249
5695	1.9630906192	3.7812233591	6.615123488	3.4757168366	2.9903118314	3.3883681889
5696	1.1656842112	2.2529585347	2.4041725425	3.1837717101	2.277866222	2.9597703325
5697	0.0011164997	0.0010091818	0.0011671165	0.0011337716	0.0011047556	0.0010360892
5698	3.3464435859	4.8119764157	4.8922413801	9.5852749897	7.5603790143	6.7741646245
5699	8.3327796947	10.0420633876	12.8001933758	11.0173792902	11.1427096013	10.9357862533
5700	0.9519457302	1.8775860439	3.1446806192	1.774512774	1.6867913145	1.8917733261
5701	0.7265200078	1.1988717038	3.5536244769	1.9131497256	1.5958081875	1.9117213791
5702	0.5569503229	1.4394615837	2.8180369994	1.4111890211	1.2768781715	1.3597114956
5704	0.4956423114	1.8074847799	2.7337209104	1.336298924	0.8462786442	1.0042829064
5705	0.5701731406	0.7537482321	1.4702703714	0.6470472965	0.5191750794	0.5826166359
5706	0.4686667026	0.931133761	1.880495994	1.1546082646	0.9796467329	0.9579369744
5707	0.5116267485	1.5600276734	2.6789500656	1.1475347937	0.8495510589	1.3011551009
5708	0.8721639133	1.6978131073	3.5560585895	1.7689423531	1.1979431087	1.9617832792
5709	0.3447644705	0.660881284	1.7211764029	0.8653857656	0.653794322	0.8168509915
5710	1.9909398352	2.0753130662	3.3842467192	2.7902816186	2.7591899847	3.1271548753
5711	0.0451577948	0.1243405353	0.1902968627	0.1274554695	0.0874257992	0.0949900309
5713	1.3210518622	2.7100251169	3.5442717161	2.6360474124	2.2880864661	2.4391001567
5714	1.662902675	4.159986563	5.4689117934	4.3026460722	4.30628921	5.1645535434
5715	0.0706325374	0.0736394327	0.1276224925	0.0846644235	0.0593451606	0.091641347
5716	0.059487313	0.064467242	0.1539359837	0.1275225457	0.1296667517	0.1094691887
5717	0.313890657	0.9979223722	1.7414725232	0.9310560898	0.8332182173	1.1544287165
5718	0.2233940031	0.6516602844	1.0886745104	0.6892497779	0.4651384804	0.4479400649
5719	0.6195941899	1.419197603	2.2495884351	1.3565840195	1.0178661962	1.3198096489
